Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HOLLOMAN_AFB.html,F-16,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HOLLOMAN_AFB.html,F-16,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HOLLOMAN_AFB.html,F-16,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,62E1I,62E1I (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HOLLOMAN_AFB.html,F-16,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,63A1,63A1 (AQUISITION MANAGER),https://paladindanse111.github.io/AFSC-PDFs/63A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HOLLOMAN_AFB.html,F-16,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HOLLOMAN_AFB.html,F-16,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HOLLOMAN_AFB.html,F-16,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14F1,14F1 (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14F1,14F1 (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14F1,14F1 (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14F1,14F1 (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14F1,14F1 (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,U-28,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,AC-130J,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,CV-22,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130H,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HURLBURT_FIELD.html,MC-130J,Active Duty
