Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station,Service,Army_Note
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty,Yes,USAF,
ALBACETE (SPAIN),"38°57'0.00""N","1°52'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
ALTUS AFB,"34°39'18""N","99°17'04""W",14S MD 73935 34821,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,,Active Duty,Yes,USAF,
ANDERSEN AFB,"13°33'46""N","144°55'25""E",55P BR 75307 00327,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,,Active Duty,Yes,USAF,
ANDREWS JB,"38°47'46""N","76°53'00""W",18S UH 36445 95835,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDREWS_JB.html,,Active Duty,Yes,USAF,
AVIANO AB,"46°01'49""N","12°36'41""E",33T UM 15147 00185,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_AVIANO_AB.html,,Active Duty,Yes,USAF,
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty,Yes,USAF,
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty,Yes,USAF,
BOGOTA (COLOMBIA),"4°34'0.00""N","74°4'60.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
BUCKLEY SFB,"39°42'09""N","104°45'29""W",13S ED 20741 94766,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BUCKLEY_SFB.html,,Active Duty,Yes,USAF,
CAMP HUMPHREYS,"36°55'0.00""N","127°2'60.00""E",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CAMP_HUMPHREYS.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty,Yes,USAF,
CP SMITH MGI,"21°22'0.00""N","157°55'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
CREECH AFB,"36°34'41""N","115°39'29""W",11S PA 20060 48904,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CREECH_AFB.html,,Active Duty,Yes,USAF,
DAHLGREN NYI,"38°19'0.00""N","77°1'60.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty,Yes,USAF,
DIGBY (UNITED KINGDOM),"53°4'60.00""N","0°22'0.00""E",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
DOVER AFB,"39°07'39""N","75°28'06""W",18S VJ 59518 31029,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DOVER_AFB.html,,Active Duty,Yes,USAF,
DUKE FIELD,"30°38'39.32""N","86°31'42.41""W",16R EU 45183 90272,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/WING_files/WING_DUKE_FIELD.html,,Active Duty,Yes,USAF,
DYESS AFB,"32°25'17""N","99°50'31""W",14S MA 20838 87456,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DYESS_AFB.html,,Active Duty,Yes,USAF,
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty,Yes,USAF,
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty,Yes,USAF,
EIELSON AFB,"64°39'52""N","147°05'45""W",6W VS 95424 71061,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EIELSON_AFB.html,,Active Duty,Yes,USAF,
EINSIEDLERHOF STG,"49°25'60.00""N","7°40'0.00""E",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty,Yes,USAF,
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FAIRCHILD_AFB.html,,Active Duty,Yes,USAF,
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FE_WARREN_AFB.html,,Active Duty,Yes,USAF,
FELTWELL STG,"52°26'12.00""N","0°30'50.00""E",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
FT BELVOIR,"38°43'05""N","77°09'16""W",18S UH 12695 87692,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_BELVOIR.html,,Active Duty,Yes,USAF,
FT BENNING AIN,"32°22'60.00""N","84°52'60.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_BENNING_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT BLISS AIN,"31°48'0.00""N","106°25'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_BLISS_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT CAMPBELL,"36°39'46""N","87°28'37""W",16S DF 57376 57570,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CAMPBELL.html,,Active Duty,Yes,USAF,Note: Army base websites may be blocked on MissionNet.
FT CARSON,"38°44'14""N","104°47'19""W",13S EC 18372 87637,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CARSON.html,,Active Duty,Yes,USAF,Note: Army base websites may be blocked on MissionNet.
FT CAVAZOS,"31°08'22""N","97°45'56""W",14R PV 17679 45711,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CAVAZOS.html,,Active Duty,Yes,USAF,Note: Army base websites may be blocked on MissionNet.
FT DRUM AIN,"44°2'60.00""N","75°43'60.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_DRUM_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_GEORGE_G_MEADE.html,,Active Duty,Yes,USAF,
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_GORDON.html,,Active Duty,Yes,USAF,Note: Army base websites may be blocked on MissionNet.
FT IRWIN AIN,"35°22'60.00""N","116°34'60.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GEILENKIRCHEN_AB.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT KNOX AIN,"37°53'60.00""N","85°58'60.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_KNOX_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT LEAVENWORTH AIN,"39°21'0.00""N","94°55'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_LEAVENWORTH_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT LIBERTY (FT BRAGG),"35°7'60.00""N","78°58'60.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_LIBERTY.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT RILEY AIN,"39°10'0.00""N","96°49'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_RILEY_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT STEWART,"31°52'05""N","81°36'32""W",17R MR 42404 25972,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_STEWART.html,,Active Duty,Yes,USAF,
GEILENKIRCHEN AB,"50°57'39.00""N","6°2'30.00""E",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GEILENKIRCHEN_AB.html,,Active Duty,No,USAF,
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GOODFELLOW_AFB.html,,Active Duty,Yes,USAF,
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GRAND_FORKS_AFB.html,,Active Duty,Yes,USAF,
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HANSCOM_AFB.html,,Active Duty,Yes,USAF,
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty,Yes,USAF,
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty,Yes,USAF,
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty,Yes,USAF,
INCIRLIK AB,"37°00'12""N","35°26'02""E",36S YF 16566 98011,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_INCIRLIK_AB.html,,Active Duty,Yes,USAF,
JB ANACOSTIA-BOLLING,"38°50'29""N","77°01'05""W",18S UJ 24855 01110,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ANACOSTIA-BOLLING.html,,Active Duty,Yes,USAF,
JB CHARLESTON,"32°53'29""N","80°04'03""W",17S NS 87218 39631,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_CHARLESTON.html,,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty,Yes,USAF,
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty,Yes,USAF,
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty,Yes,USAF,
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty,Yes,USAF,
KEY WEST NAS,"24°34'33.00""N","81°41'20.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty,Yes,USAF,
KUNSAN AB,"35°55'09""N","126°37'54""E",52S BE 86310 77574,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KUNSAN_AB.html,,Active Duty,Yes,USAF,
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAKENHEATH_RAF.html,,Active Duty,Yes,USAF,
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LITTLE_ROCK_AFB.html,,Active Duty,Yes,USAF,
LOS ANGELES SFB,"34°0'0.00""N","118°15'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LOS_ANGELES_SFB.html,,Active Duty,No,USAF,
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LUKE_AFB.html,,Active Duty,Yes,USAF,
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MACDILL_AFB.html,,Active Duty,Yes,USAF,
MAINZ KASTEL AIN,"50°1'60.00""N","8°34'0.00""E",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
MALMSTROM AFB,"47°30'17""N","111°10'56""W",12T VT 86277 61270,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MALMSTROM_AFB.html,,Active Duty,Yes,USAF,
MARCH ARB,"33°53'26.85""N","117°15'42.24""W",11S MT 75798 50078,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/WING_files/WING_MARCH_ARB.html,,Active Duty,Yes,USAF,
MAXWELL-GUNTER AFB,"32°22'43""N","86°21'44""W",16S EA 59993 82581,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MAXWELL-GUNTER_AFB.html,,Active Duty,Yes,USAF,
MCCONNELL AFB,"37°37'51""N","97°15'06""W",14S PG 54271 66293,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MCCONNELL_AFB.html,,Active Duty,Yes,USAF,
MILDENHALL RAF,"52°21'45""N","0°30'14""E",31U CU 30041 04290,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MILDENHALL_RAF.html,,Active Duty,Yes,USAF,
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty,Yes,USAF,
MISAWA AB,"40°41'55""N","141°22'28""E",54T WL 31634 05368,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MISAWA_AB.html,,Active Duty,Yes,USAF,
MOFFETT FEDERAL AIRFIELD,"37°24'58.00""N","122°2'57.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
MOHRINGEN AIN,"48°43'60.00""N","9°7'60.00""E",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
MOLESWORTH STG,"52°22'0.00""N","0°24'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty,Yes,USAF,
MOUNTAIN HOME AFB,"43°03'59""N","115°51'18""W",11T NH 93226 68823,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOUNTAIN_HOME_AFB.html,,Active Duty,Yes,USAF,
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty,Yes,USAF,
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty,Yes,USAF,
OSAN AB,"37°05'19""N","127°01'50""E",52S CG 24960 06516,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,,Active Duty,Yes,USAF,
OTTAWA (CANADA),"45°27'0.00""N","75°42'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
PATRICK SFB,"28°14'21""N","80°36'26""W",17R NM 38533 23759,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PATRICK_SFB.html,,Active Duty,Yes,USAF,
PEARL HARBOR NAD PRT,"21°19'60.00""N","157°58'0.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
PEASE AIR NATIONAL GUARD BASE,"43°4'41.00""N","70°49'24.00""W",,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,,,Active Duty,No,USAF,
PENSACOLA NAS,"30° 21' 10""N","87° 16' 5""W",16R DU 74238 57907,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENSACOLA_NAS.html,,Active Duty,Yes,USAF,
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty,Yes,USAF,
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty,Yes,USAF,
POPE AAF,"35°10'16""N","79°01'02""W",17S PU 80566 93819,14N,14N (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_POPE_AAF.html,,Active Duty,Yes,USAF,
