Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016F4D,"FOREIGN AREA OFFICER, INDOPACOM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,C-40,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016F4D,"FOREIGN AREA OFFICER, INDOPACOM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-15,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016F4D,"FOREIGN AREA OFFICER, INDOPACOM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-15E,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016F4D,"FOREIGN AREA OFFICER, INDOPACOM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-16,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016F4D,"FOREIGN AREA OFFICER, INDOPACOM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,C-17,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016F4D,"FOREIGN AREA OFFICER, INDOPACOM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,B-52,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016F4D,"FOREIGN AREA OFFICER, INDOPACOM",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,KC-135,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,A-10,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-22,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,C-130J,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,E-3,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-35,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,HH-60,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,RC-135,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,C-40,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-15,Active Duty,Yes
JB PEARL HARBOR-HICKAM,"21°20'15.00""N","157°57'43.00""W",4Q FJ 07643 59855,016G4,AIR FORCE OPS STAFF OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-15E,Active Duty,Yes
