Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type
EINSIEDLERHOF STG,"49°25'60.00""N","7°40'0.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FE_WARREN_AFB.html,,Active Duty
FT BLISS AIN,"31°48'0.00""N","106°25'0.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT CAMPBELL AIN,"36°40'0.00""N","87°28'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT CARSON AIN,"38°40'60.00""N","104°46'0.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT CAVAZOS,"31°08'22""N","97°45'56""W",14R PV 17679 45711,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CAVAZOS.html,,Active Duty
FT DRUM AIN,"44°2'60.00""N","75°43'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT IRWIN AIN,"35°22'60.00""N","116°34'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT KNOX AIN,"37°53'60.00""N","85°58'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT LEAVENWORTH AIN,"39°21'0.00""N","94°55'0.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT LIBERTY (AKA FT BRAGG),"35°08'22""N","78°59'50""W",17S PU 82458 90342,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_LIBERTY_AKA_FT_BRAGG.html,,Active Duty
FT POLK AIN,"31°1'60.00""N","93°10'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT RILEY AIN,"39°10'0.00""N","96°49'0.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT STEWART AIN,"31°51'0.00""N","81°35'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
FT WAINWRIGHT AIN,"64°49'60.00""N","147°34'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
GRAFENWOHR AIN,"49°40'60.00""N","11°55'60.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
"HAMILTON, MA (USA)","42°37'0.00""N","70°52'0.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HANSCOM_AFB.html,,Active Duty
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty
HUNTER AAF,"32°0'36.00""N","81°8'46.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,,Active Duty
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
JBLM LEWIS AIN,"47°4'60.00""N","122°35'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
JBSA FT SAM HOUSTON,"29°26'59""N","98°27'02""W",14R NT 53282 57938,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_FT_SAM_HOUSTON.html,,Active Duty
KADENA ABS,"26°21'20.00""N","127°46'3.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
KAPAUN ADM,"49°42'0.00""N","7°34'60.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
KATTERBACH (GERMANY),"49°19'0.00""N","10°37'60.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KEESLER_AFB.html,,Active Duty
KUNSAN ABS,"35°54'14.00""N","126°36'57.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,,Active Duty
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LITTLE_ROCK_AFB.html,,Active Duty
LUCIUS D CLAY KAS ABS,"50°2'59.00""N","8°19'31.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LUKE_AFB.html,,Active Duty
MALMSTROM AFB,"47°30'17""N","111°10'56""W",12T VT 86277 61270,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MALMSTROM_AFB.html,,Active Duty
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty
MISAWA ABS,"40°42'12.00""N","141°22'6.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty
MOUNTAIN HOME AFB,"43°03'59""N","115°51'18""W",11T NH 93226 68823,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOUNTAIN_HOME_AFB.html,,Active Duty
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty
OSAN AB ABS,"37°5'26.00""N","127°1'47.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
PANZER KASERNE RP AIN,"49°26'36.00""N","7°50'4.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
PATRICK SFB,"28°14'21""N","80°36'26""W",17R NM 38533 23759,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PATRICK_SFB.html,,Active Duty
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty
RAF FAIRFORD,"51°40'56.00""N","1°47'24.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
RAF LAKENHEATH,"52°24'33.00""N","0°33'40.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
RAF MILDENHALL,"52°21'43.00""N","0°29'11.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
RAMSTEIN ABS,"49°26'10.00""N","7°36'23.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty
SCOTT AFB,"38°32'29""N","89°51'18""W",16S BH 51169 69750,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SCOTT_AFB.html,,Active Duty
SEYMOUR JOHNSON AFB,"35°20'24""N","77°57'41""W",18S TE 30850 14774,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SEYMOUR_JOHNSON_AFB.html,,Active Duty
SHAW AFB,"33°58'02""N","80°29'05""W",17S NT 47603 58641,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHAW_AFB.html,,Active Duty
SHEPPARD AFB,"33°58'06""N","98°30'38""W",14S NC 45216 58752,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHEPPARD_AFB.html,,Active Duty
SPANGDAHLEM AB ABS,"49°58'35.00""N","6°41'55.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
"SPRINGFIELD, VA (USA)","38°45'0.00""N","77°13'0.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
TINKER AFB,"35°25'09""N","97°24'15""W",14S PE 44882 20698,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TINKER_AFB.html,,Active Duty
TYNDALL AFB,"30°04'47""N","85°36'26""W",16R FU 34229 28437,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TYNDALL_AFB.html,,Active Duty
USAF ACADEMY,"39°0'0.00""N","104°52'60.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
VANCE AFB,"36°20'21""N","97°54'47""W",14S NF 97544 22116,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANCE_AFB.html,,Active Duty
VANDENBERG SFB,"34°44'31""N","120°34'20""W",10S GD 22255 47110,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANDENBERG_SFB.html,,Active Duty
VICENZA (ITALY),"45°32'60.00""N","11°33'0.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
"WASHINGTON, DC (USA)","38°55'0.00""N","77°4'0.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
WHEELER AAF,"21°29'1.00""N","158°2'23.00""W",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty
YOKOTA ABS,"35°44'55.00""N","139°20'55.00""E",,15W,15W (WEATHER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/15W.html,,,Active Duty
"ABERDEEN, NC (USA)","35°7'60.00""N","79°25'60.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
ANACOSTIA NYI,"38°52'0.00""N","76°58'60.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
ANDERSEN AFB,"13°33'46""N","144°55'25""E",55P BR 75307 00327,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,,Active Duty
ANDREWS JB,"38°47'46""N","76°53'00""W",18S UH 36445 95835,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDREWS_JB.html,,Active Duty
ANKARA ADMINISTRA ASN,"39°55'2.00""N","32°42'37.00""E",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
ARNOLD AFB,"35°22'58""N","86°01'49""W",16S EE 88076 15924,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ARNOLD_AFB.html,,Active Duty
AVIANO ABS,"46°1'48.00""N","12°35'56.00""E",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty
BRUNSSUM (NETHERLANDS),"50°58'0.00""N","5°57'0.00""E",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
BUCHEL ABS,"50°10'26.00""N","7°3'48.00""E",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
BUCKLEY SFB,"39°42'09""N","104°45'29""W",13S ED 20741 94766,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BUCKLEY_SFB.html,,Active Duty
"CAMBRIDGE, MA (USA)","42°22'0.00""N","71°5'60.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
CAMP HUMPHREYS AIN,"36°55'0.00""N","127°2'60.00""E",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty
CHEYENNE MOUNT SFS,"38°49'0.00""N","104°32'60.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
"COLORADO SPRINGS, CO (USA)","38°50'2.00""N","104°49'15.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
CP SMITH MGI,"21°22'0.00""N","157°55'0.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
CREECH AFB,"36°34'41""N","115°39'29""W",11S PA 20060 48904,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CREECH_AFB.html,,Active Duty
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty
DOVER AFB,"39°07'39""N","75°28'06""W",18S VJ 59518 31029,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DOVER_AFB.html,,Active Duty
DUKE FIELD ABS,"30°39'1.00""N","86°31'22.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
DYESS AFB,"32°25'17""N","99°50'31""W",14S MA 20838 87456,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DYESS_AFB.html,,Active Duty
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty
EIELSON AFB,"64°39'52""N","147°05'45""W",6W VS 95424 71061,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EIELSON_AFB.html,,Active Duty
EINSIEDLERHOF STG,"49°25'60.00""N","7°40'0.00""E",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FAIRCHILD_AFB.html,,Active Duty
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FE_WARREN_AFB.html,,Active Duty
FORD ISLAND AIN,"21°22'0.00""N","157°58'0.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
FT BELVOIR AIN,"38°40'60.00""N","77°7'60.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
FT BLISS AIN,"31°48'0.00""N","106°25'0.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
FT CAMPBELL AIN,"36°40'0.00""N","87°28'60.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
FT CARSON AIN,"38°40'60.00""N","104°46'0.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
FT CAVAZOS,"31°08'22""N","97°45'56""W",14R PV 17679 45711,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CAVAZOS.html,,Active Duty
FT DRUM AIN,"44°2'60.00""N","75°43'60.00""W",,17D,17D (CYBERSPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/17D.html,,,Active Duty
