afsc,grd,ilc_title,billet_count,afsc_title
K011F3B,CAPT,OSAN AB,4,"INSTRUCTOR, FIGHTER PILOT, A-10"
K011F3B,MAJOR,MOODY,6,"INSTRUCTOR, FIGHTER PILOT, A-10"
K011F3B,MAJOR,NELLIS,2,"INSTRUCTOR, FIGHTER PILOT, A-10"
K011F3B,MAJOR,OSAN AB,3,"INSTRUCTOR, FIGHTER PILOT, A-10"
K011F3F,CAPT,EGLIN,2,"INSTRUCTOR, FIGHTER PILOT, F-15"
K011F3F,CAPT,KADENA,12,"INSTRUCTOR, FIGHTER PILOT, F-15"
K011F3F,LTCOL,KADENA,1,"INSTRUCTOR, FIGHTER PILOT, F-15"
K011F3F,MAJOR,EGLIN,1,"INSTRUCTOR, FIGHTER PILOT, F-15"
K011F3F,MAJOR,KADENA,3,"INSTRUCTOR, FIGHTER PILOT, F-15"
K011F3G,CAPT,EGLIN,2,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,CAPT,LAKENHEATH,6,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,CAPT,MOUNTAIN HOME,9,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,CAPT,NELLIS,2,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,CAPT,SEYMOUR JOHNSON,10,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,CAPT,TYNDALL,1,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,LTCOL,EGLIN,1,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,MAJOR,LAKENHEATH,4,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,MAJOR,MOUNTAIN HOME,3,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3G,MAJOR,NELLIS,1,"INSTRUCTOR, FIGHTER PILOT, F-15E"
K011F3H,CAPT,AVIANO,6,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,EDWARDS,3,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,EGLIN,2,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,EIELSON,3,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,HILL,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,HOMESTEAD,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,KUNSAN,7,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,MISAWA,3,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,NELLIS,21,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,OSAN AB,6,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,SHAW,16,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,CAPT,SPANGDAHLEM AB,6,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,LT,SHAW,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,LT,SPANGDAHLEM AB,3,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,LTCOL,BULGARIA,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,LTCOL,MANAMA,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,LTCOL,MISAWA,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,LTCOL,SLOVAKIA,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,AVIANO,6,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,EDWARDS,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,EGLIN,3,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,MANAMA,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,MARRAKECH,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,MISAWA,1,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,NELLIS,5,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,OSAN AB,3,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,SHAW,7,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3H,MAJOR,SPANGDAHLEM AB,2,"INSTRUCTOR, FIGHTER PILOT, F-16"
K011F3J,CAPT,JB ELMENDORF-RICH,14,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,CAPT,JB LANGLEY-EUSTIS,6,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,CAPT,JB PRL HBR-HICKAM,4,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,CAPT,NELLIS,1,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,LT,JB LANGLEY-EUSTIS,1,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,MAJOR,JB ELMENDORF-RICH,4,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,MAJOR,JB LANGLEY-EUSTIS,5,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,MAJOR,JB PRL HBR-HICKAM,1,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3J,MAJOR,NELLIS,2,"INSTRUCTOR, FIGHTER PILOT, F-22"
K011F3N,CAPT,EBBING ANGB,1,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,CAPT,EIELSON,10,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,CAPT,HILL,21,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,CAPT,LAKENHEATH,6,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,CAPT,MISAWA,4,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,CAPT,NELLIS,3,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,CAPT,TYNDALL,3,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,LT,LAKENHEATH,2,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,LTCOL,NELLIS,1,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,EBBING ANGB,1,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,EIELSON,7,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,FT WORTH,1,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,HILL,5,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,LAKENHEATH,11,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,MISAWA,4,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,NELLIS,8,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3N,MAJOR,TYNDALL,2,"INSTRUCTOR, FIGHTER PILOT, F-35"
K011F3Q,CAPT,HOLLOMAN,1,"INSTRUCTOR, FIGHTER PILOT, IFF (AT-38/T-38C)"
K011F3Y,CAPT,EGLIN,1,"INSTRUCTOR, FIGHTER PILOT, GENERAL"
K011F3Y,CAPT,NELLIS,4,"INSTRUCTOR, FIGHTER PILOT, GENERAL"
K011F3Y,CAPT,TYNDALL,1,"INSTRUCTOR, FIGHTER PILOT, GENERAL"
K011F3Y,CAPT,WHIDBEY ISLAND NA,1,"INSTRUCTOR, FIGHTER PILOT, GENERAL"
K011F3Y,LTCOL,NELLIS,1,"INSTRUCTOR, FIGHTER PILOT, GENERAL"
K011F3Y,MAJOR,HILL,1,"INSTRUCTOR, FIGHTER PILOT, GENERAL"
K011F3Y,MAJOR,NELLIS,5,"INSTRUCTOR, FIGHTER PILOT, GENERAL"
K011F3Z,CAPT,JB LANGLEY-EUSTIS,14,"INSTRUCTOR, FIGHTER PILOT, OTHER"
K011F3Z,MAJOR,JB LANGLEY-EUSTIS,5,"INSTRUCTOR, FIGHTER PILOT, OTHER"
K011G3,CAPT,JB PRL HBR-HICKAM,1,"INSTRUCTOR, GENERALIST PILOT"
K011H3C,CAPT,F E WARREN,13,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,CAPT,FAIRCHILD,1,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,CAPT,JB ANDREWS,14,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,CAPT,MALMSTROM,10,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,CAPT,MINOT,6,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,CAPT,YOKOTA,2,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,LT,FAIRCHILD,2,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,LT,JB ANDREWS,1,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,LT,MALMSTROM,1,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,LTCOL,JB ANDREWS,2,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,MAJOR,F E WARREN,4,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,MAJOR,JB ANDREWS,1,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,MAJOR,MALMSTROM,4,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3C,MAJOR,MINOT,3,"INSTRUCTOR, RESCUE PILOT, UH-1N"
K011H3E,CAPT,AVIANO,2,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,CAPT,DAVIS-MONTHAN,1,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,CAPT,KADENA,2,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,CAPT,MOODY,1,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,CAPT,NELLIS,3,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,LTCOL,MOODY,1,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,MAJOR,DATA MASKED,2,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,MAJOR,DAVIS-MONTHAN,2,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,MAJOR,KADENA,1,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3E,MAJOR,MOODY,1,"INSTRUCTOR, RESCUE PILOT, HH-60"
K011H3G,LTCOL,F E WARREN,1,"INSTRUCTOR, RESCUE PILOT, MH-139A, AIRCRAFT COMMANDER"
K011H3G,MAJOR,MALMSTROM,1,"INSTRUCTOR, RESCUE PILOT, MH-139A, AIRCRAFT COMMANDER"
K011H3J,CAPT,DAVIS-MONTHAN,3,"INSTRUCTOR, RESCUE PILOT, HC-130J"
K011H3J,CAPT,MOODY,4,"INSTRUCTOR, RESCUE PILOT, HC-130J"
K011H3J,MAJOR,DAVIS-MONTHAN,1,"INSTRUCTOR, RESCUE PILOT, HC-130J"
K011H3Y,CAPT,F E WARREN,2,"INSTRUCTOR, RESCUE PILOT, GENERAL"
K011H3Y,MAJOR,EGLIN,1,"INSTRUCTOR, RESCUE PILOT, GENERAL"
K011K3Z,LTCOL,TYNDALL,1,"INSTRUCTOR, TRAINER PILOT, OTHER"
K011M2F,CAPT,FAIRCHILD,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3A,CAPT,DOVER,8,"INSTRUCTOR, MOBILILTY PILOT, C-5"
K011M3A,CAPT,JBSA LACKLAND,1,"INSTRUCTOR, MOBILILTY PILOT, C-5"
K011M3A,CAPT,TRAVIS,4,"INSTRUCTOR, MOBILILTY PILOT, C-5"
K011M3A,LTCOL,DOVER,1,"INSTRUCTOR, MOBILILTY PILOT, C-5"
K011M3A,LTCOL,TRAVIS,1,"INSTRUCTOR, MOBILILTY PILOT, C-5"
K011M3A,MAJOR,DOVER,3,"INSTRUCTOR, MOBILILTY PILOT, C-5"
K011M3A,MAJOR,TRAVIS,4,"INSTRUCTOR, MOBILILTY PILOT, C-5"
K011M3C,CAPT,DYESS,15,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,CAPT,LITTLE ROCK,16,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,CAPT,RAMSTEIN,10,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,CAPT,SAVANNAH HILTON,1,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,CAPT,YOKOTA,10,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,LTCOL,RAMSTEIN,1,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,MAJOR,DYESS,2,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,MAJOR,LITTLE ROCK,2,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,MAJOR,RAMSTEIN,4,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3C,MAJOR,YOKOTA,3,"INSTRUCTOR, MOBILITY PILOT, C-130J"
K011M3E,MAJOR,JB ANDREWS,3,"INSTRUCTOR, MOBILITY PILOT, VC-25"
K011M3E,MAJOR,SAN ANTONIO,1,"INSTRUCTOR, MOBILITY PILOT, VC-25"
K011M3E,MAJOR,WASHINGTON,1,"INSTRUCTOR, MOBILITY PILOT, VC-25"
K011M3F,CAPT,EIELSON,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,CAPT,FAIRCHILD,22,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,CAPT,KADENA,6,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,CAPT,MACDILL,11,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,CAPT,MARCH,3,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,CAPT,MCCONNELL,4,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,CAPT,MILDENHALL,14,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,CAPT,SCOTT,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,LTCOL,MILDENHALL,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,MAJOR,ALTUS,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,MAJOR,BIRMINGHAM,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,MAJOR,KADENA,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,MAJOR,MCCONNELL,3,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,MAJOR,MILDENHALL,3,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3F,MAJOR,NELLIS,1,"INSTRUCTOR, MOBILITY PILOT, KC-135"
K011M3J,CAPT,JB ELMENDORF-RICH,1,"INSTRUCTOR, MOBILITY PILOT, C-12"
K011M3J,CAPT,RIYADH,2,"INSTRUCTOR, MOBILITY PILOT, C-12"
K011M3J,CAPT,YOKOTA,3,"INSTRUCTOR, MOBILITY PILOT, C-12"
K011M3J,MAJOR,RIYADH,1,"INSTRUCTOR, MOBILITY PILOT, C-12"
K011M3K,CAPT,AL DHAFRA,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,DOVER,7,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,EDWARDS,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,JB CHARLESTON,26,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,JB ELMENDORF-RICH,12,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,JB PRL HBR-HICKAM,11,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,JBLM MCCHORD,21,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,JBMDL MCGUIRE,7,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,NELLIS,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,PAPA,3,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,CAPT,TRAVIS,7,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,LTCOL,DOVER,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,LTCOL,JB CHARLESTON,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,LTCOL,JBLM MCCHORD,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,MAJOR,ALTUS,2,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,MAJOR,DOVER,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,MAJOR,JB CHARLESTON,2,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,MAJOR,JBLM MCCHORD,6,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,MAJOR,JBMDL MCGUIRE,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,MAJOR,PAPA,1,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3K,MAJOR,TRAVIS,2,"INSTRUCTOR, MOBILITY PILOT, C-17"
K011M3L,CAPT,JB ANDREWS,1,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3L,CAPT,JB PRL HBR-HICKAM,4,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3L,CAPT,RAMSTEIN,1,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3L,LTCOL,JB ANDREWS,1,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3L,LTCOL,RAMSTEIN,1,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3L,MAJOR,JB ANDREWS,7,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3L,MAJOR,JB PRL HBR-HICKAM,2,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3L,MAJOR,RAMSTEIN,4,"INSTRUCTOR, MOBILITY PILOT, C-20/C-37"
K011M3M,CAPT,SCOTT,4,"INSTRUCTOR, MOBILITY PILOT, C-21"
K011M3M,LT,RAMSTEIN,5,"INSTRUCTOR, MOBILITY PILOT, C-21"
K011M3M,MAJOR,SCOTT,3,"INSTRUCTOR, MOBILITY PILOT, C-21"
K011M3P,CAPT,JB ANDREWS,1,"INSTRUCTOR, MOBILITY PILOT, C-32"
K011M3P,COL,JB ANDREWS,1,"INSTRUCTOR, MOBILITY PILOT, C-32"
K011M3P,LTCOL,JB ANDREWS,2,"INSTRUCTOR, MOBILITY PILOT, C-32"
K011M3P,MAJOR,JB ANDREWS,3,"INSTRUCTOR, MOBILITY PILOT, C-32"
K011M3Q,CAPT,SCOTT,3,"INSTRUCTOR, MOBILITY PILOT, C-40"
K011M3Q,MAJOR,JB ANDREWS,3,"INSTRUCTOR, MOBILITY PILOT, C-40"
K011M3R,CAPT,EDWARDS,1,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,CAPT,JBMDL MCGUIRE,10,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,CAPT,MCCONNELL,7,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,CAPT,PEASE,1,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,CAPT,SEYMOUR JOHNSON,1,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,CAPT,TRAVIS,10,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,LTCOL,SEATTLE,1,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,MAJOR,EDWARDS,1,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,MAJOR,JBMDL MCGUIRE,5,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,MAJOR,MCCONNELL,7,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,MAJOR,PEASE,3,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,MAJOR,SEYMOUR JOHNSON,3,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3R,MAJOR,TRAVIS,6,"INSTRUCTOR, MOBILITY PILOT, KC-46 (KC-X)"
K011M3S,CAPT,LITTLE ROCK,1,"INSTRUCTOR, MOBILITY PILOT, AIRLIFT, GENERAL"
K011M3S,CAPT,RAMSTEIN,3,"INSTRUCTOR, MOBILITY PILOT, AIRLIFT, GENERAL"
K011M3S,LTCOL,JB ANDREWS,1,"INSTRUCTOR, MOBILITY PILOT, AIRLIFT, GENERAL"
K011M3S,LTCOL,LITTLE ROCK,2,"INSTRUCTOR, MOBILITY PILOT, AIRLIFT, GENERAL"
K011M3S,LTCOL,RAMSTEIN,1,"INSTRUCTOR, MOBILITY PILOT, AIRLIFT, GENERAL"
K011M3S,MAJOR,JB ANDREWS,1,"INSTRUCTOR, MOBILITY PILOT, AIRLIFT, GENERAL"
K011M3S,MAJOR,LITTLE ROCK,2,"INSTRUCTOR, MOBILITY PILOT, AIRLIFT, GENERAL"
K011M3T,CAPT,ALTUS,1,"INSTRUCTOR, MOBILITY PILOT, TANKER, GENERAL"
K011M3T,CAPT,MCCONNELL,1,"INSTRUCTOR, MOBILITY PILOT, TANKER, GENERAL"
K011M3T,MAJOR,MCCONNELL,1,"INSTRUCTOR, MOBILITY PILOT, TANKER, GENERAL"
K011M3Y,CAPT,DOVER,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,CAPT,EDWARDS,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,CAPT,JB ELMENDORF-RICH,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,CAPT,JBMDL MCGUIRE,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,CAPT,POPE AAF,2,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,CAPT,TRAVIS,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,LTCOL,DOVER,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,LTCOL,JBMDL MCGUIRE,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,MAJOR,DOVER,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,MAJOR,JBMDL DIX,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,MAJOR,JBMDL MCGUIRE,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Y,MAJOR,SCOTT,1,"INSTRUCTOR, MOBILITY PILOT, GENERAL"
K011M3Z,LTCOL,WILL ROGERS WORLD,1,"INSTRUCTOR, MOBILITY PILOT, OTHER"
K011R3A,CAPT,JB ELMENDORF-RICH,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-3"
K011R3A,CAPT,KADENA,3,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-3"
K011R3A,CAPT,TINKER,7,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-3"
K011R3A,MAJOR,GEILENKIRCHEN,4,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-3"
K011R3A,MAJOR,JB ELMENDORF-RICH,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-3"
K011R3A,MAJOR,KADENA,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-3"
K011R3A,MAJOR,TINKER,3,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-3"
K011R3B,CAPT,OFFUTT,2,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-4"
K011R3B,MAJOR,OFFUTT,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, E-4"
K011R3C,CAPT,DAVIS-MONTHAN,8,"INSTRUCTOR, RECON SURVEIL EW PILOT, EC-130"
K011R3G,CAPT,OFFUTT,11,"INSTRUCTOR, RECON SURVEIL EW PILOT, RC-135"
K011R3G,LT,OFFUTT,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, RC-135"
K011R3G,MAJOR,GREENVILLE,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, RC-135"
K011R3G,MAJOR,KADENA,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, RC-135"
K011R3G,MAJOR,MILDENHALL,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, RC-135"
K011R3G,MAJOR,OFFUTT,6,"INSTRUCTOR, RECON SURVEIL EW PILOT, RC-135"
K011R3G,MAJOR,SOUDA,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, RC-135"
K011R3H,CAPT,OFFUTT,4,"INSTRUCTOR, RECON SURVEIL EW PILOT, WC/OC-135"
K011R3J,CAPT,BEALE,14,"INSTRUCTOR, RECON SURVEIL EW PILOT, TR-1/U-2"
K011R3J,LTCOL,BEALE,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, TR-1/U-2"
K011R3J,MAJOR,BEALE,4,"INSTRUCTOR, RECON SURVEIL EW PILOT, TR-1/U-2"
K011R3J,MAJOR,FAIRFORD,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, TR-1/U-2"
K011R3J,MAJOR,PALMDALE AF PLANT,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, TR-1/U-2"
K011R3Y,CAPT,BEALE,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, GENERAL"
K011R3Y,CAPT,OFFUTT,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, GENERAL"
K011R3Y,LTCOL,OFFUTT,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, GENERAL"
K011R3Y,MAJOR,BEALE,1,"INSTRUCTOR, RECON SURVEIL EW PILOT, GENERAL"
K011R3Y,MAJOR,OFFUTT,2,"INSTRUCTOR, RECON SURVEIL EW PILOT, GENERAL"
K011R3Z,CAPT,ROBINS,4,"INSTRUCTOR, RECON SURVEIL EW PILOT, OTHER"
K011R3Z,MAJOR,ROBINS,7,"INSTRUCTOR, RECON SURVEIL EW PILOT, OTHER"
K011S2M,CAPT,DUKE FIELD,1,"INSTRUCTOR, SPECIAL OPS PILOT, AIR COMMANDO"
K011S3J,CAPT,CANNON,4,"INSTRUCTOR, SPECIAL OPS PILOT, CV-22"
K011S3J,CAPT,MILDENHALL,2,"INSTRUCTOR, SPECIAL OPS PILOT, CV-22"
K011S3J,CAPT,YOKOTA,1,"INSTRUCTOR, SPECIAL OPS PILOT, CV-22"
K011S3M,CAPT,DATA MASKED,18,"INSTRUCTOR, SPECIAL OPS PILOT, AIR COMMANDO"
K011S3M,CAPT,DUKE FIELD,12,"INSTRUCTOR, SPECIAL OPS PILOT, AIR COMMANDO"
K011S3M,MAJOR,DATA MASKED,5,"INSTRUCTOR, SPECIAL OPS PILOT, AIR COMMANDO"
K011S3M,MAJOR,DUKE FIELD,3,"INSTRUCTOR, SPECIAL OPS PILOT, AIR COMMANDO"
K011S3M,MAJOR,GREENVILLE,1,"INSTRUCTOR, SPECIAL OPS PILOT, AIR COMMANDO"
K011S3M,MAJOR,MILDENHALL,2,"INSTRUCTOR, SPECIAL OPS PILOT, AIR COMMANDO"
K011S3P,CAPT,CANNON,13,"INSTRUCTOR, SPECIAL OPS PILOT, MC-130J"
K011S3P,CAPT,DUKE FIELD,2,"INSTRUCTOR, SPECIAL OPS PILOT, MC-130J"
K011S3P,CAPT,HURLBURT FIELD,16,"INSTRUCTOR, SPECIAL OPS PILOT, MC-130J"
