Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,62E1I,62E1I (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_JBSA_RANDOLPH.html
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,63A1,63A1 (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/63A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_JBSA_RANDOLPH.html
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,92T3,92T3 (REMOTELY PILOTED AIRCRAFT PILOT TRAINEE),,https://paladindanse111.github.io/AFSC-PDFs/BASE_JBSA_RANDOLPH.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,61C1,61C1 (CHEMIST/NUCLEAR CHEMIST),https://paladindanse111.github.io/AFSC-PDFs/61C.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KADENA_AB.html
KAPAUN AIR STATION,"49°25'44""N","7°41'53""E",32U MV 05594 75949,15W1,15W1 (WEATHER AND ENVIRONMENTAL SCIENCES),https://paladindanse111.github.io/AFSC-PDFs/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KAPAUN_AIR_STATION.html
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,17D1,17D1 (WARFIGHTER COMMUNICATIONS OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/17D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KEESLER_AFB.html
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KEESLER_AFB.html
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KEESLER_AFB.html
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KEESLER_AFB.html
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KEESLER_AFB.html
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KEESLER_AFB.html
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,71S1,71S1 (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KEESLER_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,15A1,15A1 (OPERATIONS ANALYSIS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/15A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,19Z1C,19Z1C (SPECIAL WARFARE),https://paladindanse111.github.io/AFSC-PDFs/19Z.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,31P1,31P1 (SECURITY FORCES),https://paladindanse111.github.io/AFSC-PDFs/31P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,61C1,61C1 (CHEMIST/NUCLEAR CHEMIST),https://paladindanse111.github.io/AFSC-PDFs/61C.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,61D1,61D1 (PHYSICIST/NUCLEAR ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/61D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,62E1I,62E1I (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,63A1,63A1 (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/63A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,71S1,71S1 (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KIRTLAND_AFB.html
KUNSAN AB,"35°55'09""N","126°37'54""E",52S BE 86310 77574,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_KUNSAN_AB.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,31P1,31P1 (SECURITY FORCES),https://paladindanse111.github.io/AFSC-PDFs/31P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAKENHEATH_RAF.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,13H1,13H1 (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,15W1,15W1 (WEATHER AND ENVIRONMENTAL SCIENCES),https://paladindanse111.github.io/AFSC-PDFs/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,92T0,92T0 (PILOT TRAINEE),,https://paladindanse111.github.io/AFSC-PDFs/BASE_LAUGHLIN_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LITTLE_ROCK_AFB.html
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,15A1,15A1 (OPERATIONS ANALYSIS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/15A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LOS_ANGELES.html
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,61D1,61D1 (PHYSICIST/NUCLEAR ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/61D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LOS_ANGELES.html
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LOS_ANGELES.html
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LOS_ANGELES.html
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,71S1,71S1 (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LOS_ANGELES.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,71S1,71S1 (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_LUKE_AFB.html
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_MACDILL_AFB.html
